City,State,Latitude,Longitude,Datetime,Year,Month,Day,Hour,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Quarter,Season,Time_of_Day,Temp_2m_C,Temp_80m_C,Temp_120m_C,Temp_180m_C,Humidity_Percent,Dew_Point_C,Humidity_Category,Wind_Speed_10m_kmh,Wind_Speed_80m_kmh,Wind_Speed_120m_kmh,Wind_Dir_10m,Wind_Gusts_kmh,Wind_Category,Wind_Stagnation,Precipitation_mm,Rain_mm,Is_Raining,Heavy_Rain,Pressure_MSL_hPa,Surface_Pressure_hPa,Solar_Radiation_Wm2,Direct_Radiation_Wm2,Diffuse_Radiation_Wm2,UV_Index,Cloud_Cover_Percent,Cloud_Low_Percent,Cloud_Mid_Percent,Cloud_High_Percent,Is_Daytime,Sunshine_Seconds,PM2_5_ugm3,PM10_ugm3,PM_Ratio,CO_ugm3,NO2_ugm3,SO2_ugm3,O3_ugm3,Dust_ugm3,NH3_ugm3,AOD,US_AQI,US_AQI_PM25,US_AQI_PM10,US_AQI_NO2,US_AQI_O3,US_AQI_CO,EU_AQI,EU_AQI_PM25,EU_AQI_PM10,AQI_Category,PM25_Category_India,Temp_Inversion,Inversion_Strength_C,Festival_Period,Crop_Burning_Season
Agartala,Tripura,23.8315,91.2868,2022-11-21 22:00:00,2022,11,21,22,0,Monday,47,0,4,Post_Monsoon,Night_Late,18.2,,,,85,15.6,Humid,8.8,,,341,10.8,Moderate,0,0.0,0.0,0,0,1011.7,1010.3,0.0,0.0,0.0,,72,0,0,72,0,0.0,45.9,65.7,0.6986301369863013,684.0,96.2,16.9,0.0,0.0,,0.19,121.0,121.0,54.0,47.0,22.0,5,75.0,75.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-21 23:00:00,2022,11,21,23,0,Monday,47,0,4,Post_Monsoon,Night_Late,17.4,,,,87,15.2,Very_Humid,8.9,,,346,10.4,Moderate,0,0.0,0.0,0,0,1011.2,1009.8,0.0,0.0,0.0,,94,0,0,94,0,0.0,43.4,61.9,0.7011308562197092,620.0,93.2,14.4,0.0,0.0,,0.21,119.0,119.0,54.0,46.0,14.0,6,75.0,75.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 00:00:00,2022,11,22,0,1,Tuesday,47,0,4,Post_Monsoon,Night,16.8,,,,88,14.7,Very_Humid,8.7,,,343,10.1,Moderate,0,0.0,0.0,0,0,1010.9,1009.5,0.0,0.0,0.0,,97,0,0,97,0,0.0,42.1,60.3,0.6981757877280266,590.0,91.0,13.0,1.0,0.0,,0.24,118.0,118.0,53.0,45.0,7.0,6,74.0,74.0,64.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 01:00:00,2022,11,22,1,1,Tuesday,47,0,4,Post_Monsoon,Night,16.5,,,,87,14.3,Very_Humid,7.6,,,357,10.1,Moderate,0,0.0,0.0,0,0,1010.5,1009.1,0.0,0.0,0.0,,100,0,0,100,0,0.0,43.4,62.2,0.697749196141479,565.0,88.4,11.8,2.0,0.0,,0.25,117.0,117.0,53.0,44.0,3.0,6,74.0,74.0,64.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 02:00:00,2022,11,22,2,1,Tuesday,47,0,4,Post_Monsoon,Night,16.4,,,,87,14.1,Very_Humid,6.6,,,13,8.6,Moderate,0,0.0,0.0,0,0,1010.3,1008.9,0.0,0.0,0.0,,92,0,0,92,0,0.0,46.6,66.6,0.6996996996996998,550.0,84.9,10.4,3.0,0.0,,0.26,117.0,117.0,53.0,42.0,2.0,6,74.0,74.0,64.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 03:00:00,2022,11,22,3,1,Tuesday,47,0,4,Post_Monsoon,Night,17.6,,,,82,14.4,Humid,5.5,,,11,7.6,Moderate,0,0.0,0.0,0,0,1010.2,1008.8,0.0,0.0,0.0,,40,0,0,40,0,0.0,50.5,72.2,0.6994459833795014,565.0,82.6,9.8,1.0,0.0,,0.27,117.0,117.0,53.0,41.0,1.0,6,74.0,74.0,64.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 04:00:00,2022,11,22,4,1,Tuesday,47,0,4,Post_Monsoon,Night,17.3,,,,83,14.4,Humid,4.0,,,27,6.5,Light,0,0.0,0.0,0,0,1010.5,1009.1,0.0,0.0,0.0,,0,0,0,0,0,0.0,54.6,78.2,0.6982097186700768,596.0,80.3,9.4,0.0,0.0,,0.29,119.0,119.0,53.0,40.0,0.0,6,74.0,74.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 05:00:00,2022,11,22,5,1,Tuesday,47,0,4,Post_Monsoon,Night,15.2,,,,87,13.1,Very_Humid,4.4,,,81,4.7,Light,0,0.0,0.0,0,0,1011.5,1010.1,0.0,0.0,0.0,,0,0,0,0,0,0.0,55.2,78.7,0.7013977128335451,557.0,57.8,8.4,15.0,0.0,,0.3,120.0,120.0,54.0,28.0,0.0,6,75.0,75.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 06:00:00,2022,11,22,6,1,Tuesday,47,0,4,Post_Monsoon,Early_Morning,16.9,,,,85,14.4,Humid,2.3,,,72,5.4,Light,0,0.0,0.0,0,0,1012.5,1011.1,28.0,12.0,16.0,,0,0,0,0,1,517.45,61.7,88.0,0.7011363636363637,562.0,55.5,8.0,21.0,0.0,,0.3,121.0,121.0,54.0,27.0,1.0,6,75.0,75.0,65.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 07:00:00,2022,11,22,7,1,Tuesday,47,0,4,Post_Monsoon,Early_Morning,19.3,,,,79,15.6,Humid,3.6,,,307,9.7,Light,0,0.0,0.0,0,0,1013.4,1012.0,186.0,122.0,64.0,,0,0,0,0,1,3600.0,58.1,82.9,0.7008443908323281,567.0,52.2,7.3,30.0,0.0,,0.29,122.0,122.0,54.0,26.0,2.0,6,75.0,75.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 08:00:00,2022,11,22,8,1,Tuesday,47,0,4,Post_Monsoon,Early_Morning,21.8,,,,73,16.8,Humid,3.6,,,323,12.6,Light,0,0.0,0.0,0,0,1014.0,1012.6,380.0,288.0,92.0,,0,0,0,0,1,3600.0,53.1,75.9,0.6996047430830039,545.0,45.2,6.4,48.0,0.0,,0.28,123.0,123.0,54.0,22.0,4.0,5,76.0,76.0,66.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 09:00:00,2022,11,22,9,1,Tuesday,47,0,4,Post_Monsoon,Morning,24.1,,,,67,17.5,Comfortable,6.1,,,332,16.9,Moderate,0,0.0,0.0,0,0,1013.6,1012.2,545.0,438.0,107.0,,0,0,0,0,1,3600.0,42.6,61.0,0.6983606557377049,482.0,36.2,5.8,71.0,0.0,,0.27,124.0,124.0,55.0,18.0,7.0,5,76.0,76.0,66.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 10:00:00,2022,11,22,10,1,Tuesday,47,0,4,Post_Monsoon,Morning,25.5,,,,59,16.9,Comfortable,7.2,,,333,19.8,Moderate,0,0.0,0.0,0,0,1012.7,1011.3,658.0,543.0,115.0,,3,0,0,3,1,3600.0,34.5,49.5,0.696969696969697,395.0,25.2,5.1,99.0,1.0,,0.27,124.0,124.0,55.0,12.0,11.0,5,76.0,76.0,66.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 11:00:00,2022,11,22,11,1,Tuesday,47,0,4,Post_Monsoon,Morning,26.5,,,,53,16.2,Comfortable,6.8,,,328,19.4,Moderate,0,0.0,0.0,0,0,1011.7,1010.3,705.0,588.0,117.0,,0,0,0,0,1,3600.0,33.1,47.5,0.6968421052631579,300.0,14.1,4.3,128.0,1.0,,0.28,123.0,123.0,55.0,7.0,17.0,5,76.0,76.0,66.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 12:00:00,2022,11,22,12,1,Tuesday,47,0,4,Post_Monsoon,Morning,27.0,,,,50,15.7,Dry,6.4,,,317,18.4,Moderate,0,0.0,0.0,0,0,1010.4,1009.0,683.0,567.0,116.0,,0,0,0,0,1,3600.0,32.2,46.3,0.695464362850972,261.0,9.1,4.1,140.0,1.0,,0.28,123.0,123.0,54.0,4.0,24.0,5,76.0,76.0,66.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 13:00:00,2022,11,22,13,1,Tuesday,47,0,4,Post_Monsoon,Afternoon,27.1,,,,50,15.7,Dry,6.6,,,315,17.3,Moderate,0,0.0,0.0,0,0,1009.5,1008.1,593.0,484.0,109.0,,17,0,0,17,1,3600.0,31.2,44.9,0.6948775055679287,239.0,6.3,3.8,145.0,1.0,,0.28,122.0,122.0,54.0,3.0,32.0,4,75.0,75.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 14:00:00,2022,11,22,14,1,Tuesday,47,0,4,Post_Monsoon,Afternoon,26.7,,,,51,15.6,Comfortable,6.6,,,315,16.6,Moderate,0,0.0,0.0,0,0,1008.9,1007.5,445.0,348.0,97.0,,49,0,0,49,1,3600.0,30.7,44.2,0.6945701357466063,257.0,14.3,4.6,136.0,1.0,,0.27,121.0,121.0,54.0,7.0,40.0,4,75.0,75.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 15:00:00,2022,11,22,15,1,Tuesday,47,0,4,Post_Monsoon,Afternoon,25.7,,,,63,18.2,Comfortable,3.6,,,307,14.4,Light,0,0.0,0.0,0,0,1008.8,1007.4,256.0,181.0,75.0,,86,0,0,86,1,3600.0,32.4,46.6,0.6952789699570815,332.0,37.2,6.4,107.0,1.0,,0.26,121.0,121.0,54.0,18.0,46.0,4,75.0,75.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 16:00:00,2022,11,22,16,1,Tuesday,47,0,4,Post_Monsoon,Afternoon,22.5,,,,72,17.2,Humid,7.5,,,287,8.6,Moderate,0,0.0,0.0,0,0,1009.1,1007.7,72.0,38.0,34.0,,43,0,0,43,1,2611.78,40.4,58.1,0.6953528399311532,445.0,69.5,8.9,64.0,1.0,,0.25,120.0,120.0,54.0,34.0,52.0,3,75.0,75.0,65.0,Unhealthy_Sensitive,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 17:00:00,2022,11,22,17,1,Tuesday,47,0,4,Post_Monsoon,Afternoon,20.8,,,,77,16.5,Humid,7.6,,,265,9.4,Moderate,0,0.0,0.0,0,0,1009.4,1008.0,0.0,0.0,0.0,,47,0,0,22,0,0.0,60.5,86.8,0.6970046082949309,596.0,109.2,12.9,21.0,1.0,,0.38,120.0,120.0,54.0,54.0,56.0,3,75.0,75.0,65.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 18:00:00,2022,11,22,18,1,Tuesday,47,0,4,Post_Monsoon,Evening,20.1,,,,79,16.3,Humid,8.0,,,275,9.4,Moderate,0,0.0,0.0,0,0,1009.8,1008.4,0.0,0.0,0.0,,35,0,0,35,0,0.0,66.8,95.9,0.6965589155370177,685.0,110.9,14.7,16.0,1.0,,0.38,123.0,123.0,55.0,55.0,49.0,3,76.0,76.0,66.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 19:00:00,2022,11,22,19,1,Tuesday,47,0,4,Post_Monsoon,Evening,19.8,,,,78,15.9,Humid,7.2,,,276,9.0,Moderate,0,0.0,0.0,0,0,1010.5,1009.1,0.0,0.0,0.0,,33,0,0,33,0,0.0,71.9,103.1,0.6973811833171679,812.0,113.2,17.2,8.0,1.0,,0.37,126.0,126.0,55.0,57.0,44.0,4,77.0,77.0,66.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 20:00:00,2022,11,22,20,1,Tuesday,47,0,4,Post_Monsoon,Evening,18.4,,,,84,15.7,Humid,8.0,,,288,9.0,Moderate,0,0.0,0.0,0,0,1010.9,1009.5,0.0,0.0,0.0,,34,0,0,34,0,0.0,76.1,109.2,0.6968864468864469,930.0,114.5,20.1,0.0,1.0,,0.37,128.0,128.0,56.0,58.0,37.0,4,77.0,77.0,67.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 21:00:00,2022,11,22,21,1,Tuesday,47,0,4,Post_Monsoon,Night_Late,18.2,,,,85,15.6,Humid,7.7,,,298,9.4,Moderate,0,0.0,0.0,0,0,1011.3,1009.9,0.0,0.0,0.0,,63,0,0,63,0,0.0,78.9,112.9,0.6988485385296723,933.0,112.7,21.5,0.0,1.0,,0.37,131.0,131.0,57.0,56.0,29.0,5,78.0,78.0,68.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 22:00:00,2022,11,22,22,1,Tuesday,47,0,4,Post_Monsoon,Night_Late,19.3,,,,80,15.9,Humid,5.5,,,302,8.6,Moderate,0,0.0,0.0,0,0,1011.5,1010.1,0.0,0.0,0.0,,76,0,0,76,0,0.0,77.8,111.3,0.6990116801437556,892.0,109.3,22.6,0.0,1.0,,0.38,135.0,135.0,58.0,55.0,20.0,6,80.0,80.0,68.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-22 23:00:00,2022,11,22,23,1,Tuesday,47,0,4,Post_Monsoon,Night_Late,19.0,,,,82,15.8,Humid,3.8,,,229,6.5,Light,0,0.0,0.0,0,0,1011.5,1010.1,0.0,0.0,0.0,,36,0,0,36,0,0.0,71.2,102.2,0.6966731898238747,831.0,104.8,23.1,0.0,1.0,,0.39,138.0,138.0,59.0,52.0,13.0,7,81.0,81.0,69.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 00:00:00,2022,11,23,0,2,Wednesday,47,0,4,Post_Monsoon,Night,18.6,,,,84,15.8,Humid,3.2,,,207,4.3,Light,0,0.0,0.0,0,0,1011.1,1009.7,0.0,0.0,0.0,,0,0,0,0,0,0.0,68.7,98.3,0.6988809766022381,793.0,102.1,22.4,0.0,1.0,,0.41,141.0,141.0,60.0,50.0,6.0,7,82.0,82.0,70.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 01:00:00,2022,11,23,1,2,Wednesday,47,0,4,Post_Monsoon,Night,18.1,,,,86,15.7,Very_Humid,2.2,,,171,4.0,Light,0,0.0,0.0,0,0,1011.0,1009.6,0.0,0.0,0.0,,36,0,0,36,0,0.0,70.5,101.0,0.698019801980198,753.0,99.4,21.0,0.0,1.0,,0.42,144.0,144.0,60.0,49.0,3.0,8,82.0,82.0,70.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 02:00:00,2022,11,23,2,2,Wednesday,47,0,4,Post_Monsoon,Night,17.5,,,,89,15.7,Very_Humid,2.2,,,189,2.9,Light,0,0.0,0.0,0,0,1010.9,1009.5,0.0,0.0,0.0,,33,0,0,33,0,0.0,73.6,105.0,0.7009523809523809,718.0,95.6,19.3,0.0,1.0,,0.43,147.0,147.0,61.0,47.0,1.0,8,83.0,83.0,71.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 03:00:00,2022,11,23,3,2,Wednesday,47,0,4,Post_Monsoon,Night,16.9,,,,92,15.7,Very_Humid,2.4,,,207,2.9,Light,0,0.0,0.0,0,0,1010.8,1009.4,0.0,0.0,0.0,,0,0,0,0,0,0.0,76.6,109.4,0.7001828153564899,722.0,92.4,18.6,0.0,1.0,,0.44,149.0,149.0,62.0,46.0,0.0,8,84.0,84.0,72.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 04:00:00,2022,11,23,4,2,Wednesday,47,0,4,Post_Monsoon,Night,16.5,,,,95,15.6,Very_Humid,2.6,,,236,2.9,Light,0,0.0,0.0,0,0,1011.0,1009.6,0.0,0.0,0.0,,0,0,0,0,0,0.0,79.9,114.3,0.6990376202974629,742.0,89.1,18.0,0.0,1.0,,0.46,150.0,150.0,63.0,44.0,0.0,8,85.0,85.0,72.0,Unhealthy_Sensitive,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 05:00:00,2022,11,23,5,2,Wednesday,47,0,4,Post_Monsoon,Night,15.6,,,,99,15.5,Very_Humid,3.1,,,306,5.8,Light,0,0.0,0.0,0,0,1011.9,1010.5,0.0,0.0,0.0,,0,2,0,0,0,0.0,74.7,106.6,0.7007504690431521,648.0,74.3,11.4,5.0,0.0,,0.41,151.0,151.0,64.0,37.0,0.0,8,86.0,86.0,73.0,Unhealthy,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 06:00:00,2022,11,23,6,2,Wednesday,47,0,4,Post_Monsoon,Early_Morning,15.5,,,,99,15.4,Very_Humid,4.1,,,315,6.8,Light,0,0.0,0.0,0,0,1012.7,1011.3,27.0,12.0,15.0,,93,93,0,0,1,514.69,77.8,111.1,0.7002700270027002,643.0,69.2,11.0,12.0,0.0,,0.39,151.0,151.0,64.0,34.0,0.0,7,87.0,87.0,73.0,Unhealthy,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 07:00:00,2022,11,23,7,2,Wednesday,47,0,4,Post_Monsoon,Early_Morning,18.4,,,,90,16.7,Very_Humid,4.3,,,336,11.2,Light,0,0.0,0.0,0,0,1013.5,1012.1,183.0,119.0,64.0,,0,0,0,0,1,3600.0,74.0,105.7,0.7000946073793756,634.0,61.7,10.6,22.0,0.0,,0.37,152.0,152.0,65.0,30.0,1.0,7,87.0,87.0,74.0,Unhealthy,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 08:00:00,2022,11,23,8,2,Wednesday,47,0,4,Post_Monsoon,Early_Morning,21.2,,,,79,17.5,Humid,4.5,,,346,14.0,Light,0,0.0,0.0,0,0,1014.1,1012.7,376.0,285.0,91.0,,0,0,0,0,1,3600.0,65.7,93.8,0.7004264392324094,594.0,49.9,9.6,43.0,0.0,,0.35,152.0,152.0,65.0,25.0,2.0,7,88.0,88.0,74.0,Unhealthy,Moderate,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 09:00:00,2022,11,23,9,2,Wednesday,47,0,4,Post_Monsoon,Morning,23.8,,,,70,17.9,Comfortable,5.4,,,352,15.8,Moderate,0,0.0,0.0,0,0,1013.7,1012.3,541.0,434.0,107.0,,0,0,0,0,1,3600.0,55.9,79.9,0.6996245306633291,521.0,39.0,8.6,71.0,1.0,,0.35,152.0,152.0,66.0,19.0,5.0,7,88.0,88.0,74.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 10:00:00,2022,11,23,10,2,Wednesday,47,0,4,Post_Monsoon,Morning,25.7,,,,58,16.9,Comfortable,7.2,,,6,18.7,Moderate,0,0.0,0.0,0,0,1012.7,1011.3,653.0,538.0,115.0,,0,0,0,0,1,3600.0,46.1,66.1,0.697428139183056,424.0,26.5,7.2,106.0,1.0,,0.35,153.0,153.0,66.0,13.0,9.0,6,89.0,89.0,75.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 11:00:00,2022,11,23,11,2,Wednesday,47,0,4,Post_Monsoon,Morning,26.7,,,,54,16.6,Comfortable,6.5,,,6,19.1,Moderate,0,0.0,0.0,0,0,1011.5,1010.1,701.0,583.0,118.0,,0,0,0,0,1,3600.0,41.8,60.3,0.693200663349917,320.0,14.3,5.8,143.0,2.0,,0.36,153.0,153.0,66.0,7.0,15.0,6,89.0,89.0,75.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 12:00:00,2022,11,23,12,2,Wednesday,47,0,4,Post_Monsoon,Morning,27.1,,,,53,16.6,Comfortable,5.1,,,352,18.0,Moderate,0,0.0,0.0,0,0,1010.4,1009.0,678.0,562.0,116.0,,15,0,0,15,1,3600.0,40.9,59.0,0.6932203389830508,279.0,8.6,5.1,157.0,2.0,,0.36,153.0,153.0,67.0,4.0,23.0,5,89.0,89.0,75.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 13:00:00,2022,11,23,13,2,Wednesday,47,0,4,Post_Monsoon,Afternoon,27.3,,,,51,16.4,Comfortable,4.7,,,328,15.1,Light,0,0.0,0.0,0,0,1009.5,1008.1,588.0,478.0,110.0,,41,0,0,41,1,3600.0,39.9,57.9,0.689119170984456,257.0,5.7,4.6,164.0,2.0,,0.36,153.0,153.0,67.0,3.0,32.0,5,89.0,89.0,75.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 14:00:00,2022,11,23,14,2,Wednesday,47,0,4,Post_Monsoon,Afternoon,27.0,,,,51,16.1,Comfortable,5.4,,,318,13.7,Moderate,0,0.0,0.0,0,0,1009.1,1007.7,439.0,342.0,97.0,,9,0,0,9,1,3600.0,38.9,56.3,0.6909413854351687,274.0,13.9,4.8,154.0,2.0,,0.35,154.0,154.0,67.0,7.0,42.0,4,90.0,90.0,76.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 15:00:00,2022,11,23,15,2,Wednesday,47,0,4,Post_Monsoon,Afternoon,25.9,,,,62,18.0,Comfortable,4.6,,,315,13.0,Light,0,0.0,0.0,0,0,1009.0,1007.6,253.0,177.0,76.0,,0,0,0,0,1,3600.0,39.1,56.6,0.6908127208480566,346.0,37.7,6.2,122.0,2.0,,0.34,154.0,154.0,67.0,19.0,50.0,4,90.0,90.0,76.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 16:00:00,2022,11,23,16,2,Wednesday,47,0,4,Post_Monsoon,Afternoon,22.1,,,,76,17.7,Humid,8.9,,,310,10.1,Moderate,0,0.0,0.0,0,0,1009.1,1007.7,70.0,38.0,32.0,,6,0,0,6,1,2600.86,45.6,65.7,0.6940639269406392,455.0,71.4,8.4,76.0,1.0,,0.33,154.0,154.0,68.0,35.0,71.0,4,90.0,90.0,76.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 17:00:00,2022,11,23,17,2,Wednesday,47,0,4,Post_Monsoon,Afternoon,20.4,,,,80,16.8,Humid,9.1,,,277,11.2,Moderate,0,0.0,0.0,0,0,1009.9,1008.5,0.0,0.0,0.0,,0,0,0,0,0,0.0,52.4,75.2,0.6968085106382979,586.0,112.8,11.6,26.0,1.0,,0.36,154.0,154.0,68.0,57.0,78.0,3,90.0,90.0,76.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 18:00:00,2022,11,23,18,2,Wednesday,47,0,4,Post_Monsoon,Evening,20.0,,,,82,16.7,Humid,9.0,,,286,10.8,Moderate,0,0.0,0.0,0,0,1010.6,1009.2,0.0,0.0,0.0,,0,0,0,0,0,0.0,59.4,85.0,0.6988235294117647,628.0,115.1,13.4,19.0,1.0,,0.37,154.0,154.0,67.0,58.0,68.0,4,90.0,90.0,76.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 19:00:00,2022,11,23,19,2,Wednesday,47,0,4,Post_Monsoon,Evening,19.7,,,,81,16.4,Humid,8.2,,,299,10.1,Moderate,0,0.0,0.0,0,0,1010.8,1009.4,0.0,0.0,0.0,,0,0,0,0,0,0.0,58.6,83.8,0.6992840095465395,686.0,118.2,15.9,10.0,0.0,,0.36,154.0,154.0,67.0,60.0,50.0,4,90.0,90.0,76.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 20:00:00,2022,11,23,20,2,Wednesday,47,0,4,Post_Monsoon,Evening,18.2,,,,88,16.1,Very_Humid,9.7,,,297,11.5,Moderate,0,0.0,0.0,0,0,1011.4,1010.0,0.0,0.0,0.0,,64,0,0,64,0,0.0,55.4,79.4,0.6977329974811083,736.0,119.9,18.2,0.0,0.0,,0.36,153.0,153.0,67.0,61.0,42.0,4,89.0,89.0,75.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 21:00:00,2022,11,23,21,2,Wednesday,47,0,4,Post_Monsoon,Night_Late,18.0,,,,89,16.1,Very_Humid,7.2,,,297,11.9,Moderate,0,0.0,0.0,0,0,1011.6,1010.2,0.0,0.0,0.0,,49,0,0,49,0,0.0,54.0,77.3,0.6985769728331177,726.0,117.6,18.2,0.0,0.0,,0.36,153.0,153.0,66.0,59.0,33.0,5,89.0,89.0,75.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 22:00:00,2022,11,23,22,2,Wednesday,47,0,4,Post_Monsoon,Night_Late,17.0,,,,91,15.4,Very_Humid,10.2,,,302,11.9,Fresh,0,0.0,0.0,0,0,1011.6,1010.2,0.0,0.0,0.0,,80,0,0,80,0,0.0,54.4,77.8,0.699228791773779,691.0,113.2,17.3,0.0,0.0,,0.37,152.0,152.0,65.0,57.0,24.0,5,88.0,88.0,74.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-23 23:00:00,2022,11,23,23,2,Wednesday,47,0,4,Post_Monsoon,Night_Late,16.8,,,,89,15.0,Very_Humid,9.5,,,323,11.9,Moderate,0,0.0,0.0,0,0,1011.4,1010.0,0.0,0.0,0.0,,96,0,0,96,0,0.0,54.9,78.5,0.6993630573248407,647.0,106.8,15.9,0.0,0.0,,0.38,152.0,152.0,65.0,53.0,15.0,6,87.0,87.0,74.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-24 00:00:00,2022,11,24,0,3,Thursday,47,0,4,Post_Monsoon,Night,17.4,,,,86,15.0,Very_Humid,6.9,,,351,10.8,Moderate,0,0.0,0.0,0,0,1011.3,1009.9,0.0,0.0,0.0,,94,0,0,94,0,0.0,56.0,80.1,0.6991260923845194,625.0,102.3,14.9,0.0,0.0,,0.39,151.0,151.0,64.0,50.0,8.0,6,87.0,87.0,73.0,Unhealthy,Satisfactory,0,,0,1
Agartala,Tripura,23.8315,91.2868,2022-11-24 01:00:00,2022,11,24,1,3,Thursday,47,0,4,Post_Monsoon,Night,17.7,,,,85,15.1,Humid,5.7,,,18,7.9,Moderate,0,0.0,0.0,0,0,1010.9,1009.5,0.0,0.0,0.0,,96,0,0,96,0,0.0,58.1,83.1,0.6991576413959086,607.0,97.5,13.9,1.0,0.0,,0.38,151.0,151.0,64.0,48.0,3.0,6,86.0,86.0,73.0,Unhealthy,Satisfactory,0,,0,1
